fromCountyFIPSid,toCountyFIPSid,countTaxReturns,countTaxExemptions,sumAdjustedGrossIncome1000s
06085,12117,16,29,1241
06085,34027,16,32,3011
06085,45045,16,26,1149
06085,49011,16,43,1398
06085,51087,16,25,1382
06085,12081,15,27,1491
06085,12115,15,20,1411
06085,20173,15,24,1056
06085,21111,15,29,1476
06085,24027,15,33,2046
06085,26099,15,18,725
06085,35049,15,20,-783
06085,36029,15,25,973
06085,36109,15,16,856
06085,42029,15,27,1239
06085,51153,15,27,910
06085,18057,14,38,1184
06085,21067,14,25,1474
06085,25001,14,26,1254
06085,34035,14,32,2165
06085,37135,14,29,1494
06085,42017,14,27,1156
06085,44007,14,18,617
06085,48355,14,27,635
06085,06043,13,23,1734
06085,12001,13,21,623
06085,12033,13,27,347
06085,24033,13,18,505
06085,27037,13,20,1298
06085,29095,13,29,542
06085,29510,13,21,1038
06085,32510,13,22,734
06085,37133,13,23,473
06085,39113,13,25,826
06085,04027,12,24,239
06085,29183,12,13,406
06085,34013,12,27,1562
06085,34039,12,22,812
06085,35043,12,30,2705
06085,36045,12,14,239
06085,48041,12,20,606
06085,51810,12,24,687
06085,01073,11,17,638
06085,06063,11,12,392
06085,16055,11,23,978
06085,17161,11,22,564
06085,18141,11,22,469
06085,22051,11,14,514
06085,42077,11,26,914
06085,05007,10,18,429
06085,08014,10,16,703
06085,09011,10,22,635
06085,12069,10,14,611
06085,12111,10,15,1144
06085,18105,10,19,809
06085,20061,10,14,234
06085,22071,10,23,862
06085,34031,10,17,380
06085,36005,10,19,522
06085,37067,10,18,381
06085,37081,10,17,684
06085,41019,10,16,1238
06085,41043,10,13,351
06085,48039,10,20,560
06085,48167,10,19,835
06085,49057,10,27,854
06087,06085,933,1488,58611
06087,06053,909,2519,31564
06087,06001,285,397,12167
06087,06037,264,357,10010
06087,06075,238,290,11866
06087,06081,152,239,8752
06087,06073,132,190,4676
06087,06067,124,209,3699
06087,06069,117,304,5171
06087,06013,105,180,8248
06087,06111,92,272,2505
06087,06059,70,112,2460
06087,06065,67,141,3596
06087,06097,67,94,2159
06087,06019,60,117,2643
06087,04013,59,105,3032
06087,06047,55,145,1712
06087,41051,55,81,2062
06087,53033,55,71,3878
06087,06077,54,113,1978
06087,06061,53,93,2302
06087,06083,52,90,1205
06087,06017,51,88,3609
06087,06079,51,78,2446
06087,06099,44,97,2967
06087,32003,42,74,2843
06087,06041,39,61,2799
06087,15003,39,50,1524
06087,06071,35,56,1080
06087,32031,35,67,2008
06087,06007,34,49,1007
06087,06057,32,43,1131
06087,06023,31,42,907
06087,06029,31,82,664
06087,06095,31,67,1155
06087,06107,26,67,802
06087,06089,25,40,786
06087,06113,25,29,787
06087,06055,21,32,476
06087,06109,21,39,629
06087,06039,20,40,556
06087,06045,20,23,512
06087,36047,20,23,412
06087,17031,19,29,675
06087,48453,19,25,742
06087,36061,18,21,1527
06087,41029,17,26,896
06087,41039,17,23,340
06087,08013,16,18,749
06087,15001,16,23,739
06087,04019,15,24,584
06087,06009,15,23,790
06087,08031,15,17,358
06087,15009,13,28,1930
06087,16001,13,28,1171
06087,25017,13,18,507
06087,32005,13,21,1571
06087,41017,13,23,1658
06087,41067,13,17,472
06087,49035,13,21,531
06087,06005,12,18,830
06087,11001,12,12,660
06087,12086,12,17,700
06087,06031,10,29,259
06087,48439,10,20,661
06089,06103,306,675,11901
06089,06067,214,366,6649
06089,06007,159,265,4979
06089,06037,85,125,2904
06089,06073,81,124,2601
06089,06023,80,133,2598
06089,06093,72,120,2088
06089,06061,70,127,3196
06089,06013,59,107,3170
06089,06095,59,114,2673
06089,06059,50,78,2887
06089,04013,48,84,1646
06089,06001,47,69,1678
06089,06097,47,102,2194
06089,32031,45,72,1343
06089,06065,44,85,1680
06089,06085,44,68,1626
06089,41029,42,76,-53
06089,06105,38,75,1237
06089,53033,38,70,1216
06089,41051,37,55,1137
06089,06035,35,79,1563
06089,06017,32,54,947
06089,06071,32,61,904
06089,32003,32,53,836
06089,06077,31,59,1366
06089,06075,30,39,1219
06089,06081,28,43,930
06089,06099,26,44,746
06089,06113,26,41,987
06089,53053,26,50,803
06089,41067,25,46,934
06089,06111,23,48,658
06089,41035,23,50,598
06089,06019,22,47,746
06089,06057,19,30,670
06089,41033,19,37,579
06089,41039,19,27,702
06089,53061,18,35,462
06089,41017,17,29,895
06089,06021,16,40,591
06089,06063,16,29,767
06089,06087,16,25,502
06089,06115,16,25,591
06089,06029,15,27,297
06089,06053,15,23,349
06089,06055,15,26,423
06089,06079,15,25,530
06089,06083,15,25,544
06089,15003,15,27,820
06089,06041,14,27,694
06089,16027,14,33,343
06089,06045,13,18,631
06089,04015,12,24,28
06089,06049,12,29,347
06089,06101,12,18,292
06089,06033,11,23,385
06089,15009,11,20,832
06089,41015,11,20,216
06089,53011,11,26,601
06089,53063,11,21,315
06089,04019,10,21,293
06089,08041,10,25,277
06089,41047,10,18,390
06089,48453,10,16,299
06091,32031,26,41,1059
06091,06057,13,24,488
06091,06063,10,22,336
06093,06089,108,212,3504
06093,41029,89,165,2623
06093,41035,50,115,1075
06093,06073,32,57,1158
06093,06067,28,42,765
06093,06007,26,38,1193
06093,06049,24,59,1065
06093,06023,22,31,587
06093,06037,21,27,885
06093,06001,18,25,505
06093,32031,17,23,435
06093,06097,15,22,353
06093,06103,14,33,446
06093,06065,13,21,392
06093,06085,13,23,765
06093,32003,13,19,920
06093,04013,12,25,610
06093,06013,12,23,942
06093,06071,11,25,410
06093,06015,10,25,318
06093,06019,10,19,150
06093,06059,10,18,1094
06093,06061,10,21,326
06093,41051,10,20,369
06095,06013,1597,3027,82163
06095,06067,1005,1802,38493
06095,06001,894,1583,38894
06095,06055,661,1565,38226
06095,06113,401,857,19112
06095,06075,326,537,15054
06095,06037,298,490,10824
06095,06097,215,399,11032
06095,06081,207,365,8968
06095,06085,187,307,9898
06095,06077,185,413,6396
06095,06073,180,319,7078
06095,32003,156,307,6330
06095,06061,145,293,9767
06095,06041,143,306,7530
06095,04013,88,210,4830
06095,06059,84,133,3580
06095,06065,74,146,4767
06095,32031,69,120,-7844
06095,48029,67,176,4536
06095,15003,62,130,2978
06095,06071,60,124,2337
06095,06029,56,131,3259
06095,06099,54,99,1730
06095,06017,53,93,3876
06095,06019,52,115,2149
06095,48201,49,91,3053
06095,06007,47,76,1883
06095,53033,46,89,2494
06095,06053,44,87,2264
06095,53053,44,93,1909
06095,06089,43,101,1786
06095,06033,40,83,1901
06095,08041,39,77,1660
06095,06057,35,60,2364
06095,48113,34,63,2062
06095,06079,30,50,1517
06095,06083,30,58,1472
06095,41067,30,62,1660
06095,06111,29,54,1575
06095,06115,29,76,1318
06095,04019,27,44,1190
06095,06045,25,45,903
06095,17163,25,73,1705
06095,48439,25,53,860
06095,06005,22,40,1508
06095,41017,22,34,856
06095,41051,22,35,963
06095,48121,22,51,1584
06095,53011,22,43,531
06095,41029,21,39,903
06095,51059,21,48,1149
06095,06047,20,32,755
06095,06101,20,34,744
06095,06107,20,51,674
06095,13121,20,36,1150
06095,12057,19,55,744
06095,17031,19,34,610
06095,02020,17,50,873
06095,06087,17,26,886
06095,49035,17,42,548
06095,06023,16,28,730
06095,12086,16,26,381
06095,24031,16,35,1288
06095,48453,16,28,525
06095,53061,16,34,622
06095,53063,16,22,578
06095,06009,15,33,716
06095,16027,15,40,1198
06095,37183,15,31,900
06095,48085,15,38,1649
06095,48141,15,38,645
06095,01101,14,36,944
06095,06011,14,28,760
06095,06103,14,32,494
06095,25017,14,28,806
06095,48027,14,29,587
06095,34005,13,33,645
06095,36061,13,20,226
06095,11001,12,16,452
06095,12011,12,19,440
06095,41039,12,34,437
06095,48485,12,26,509
06095,49049,12,22,388
06095,05119,11,23,459
06095,06031,11,26,243
06095,06039,11,25,315
06095,06093,11,18,1182
06095,12009,11,24,590
06095,12031,11,23,1413
06095,13089,11,18,425
06095,26125,11,21,696
06095,26163,11,16,333
06095,35009,11,27,352
06095,37051,11,25,341
06095,39049,11,18,525
06095,41005,11,15,478
06095,48491,11,22,614
06095,53035,11,22,256
06095,04021,10,21,357
06095,12091,10,19,574
06095,12095,10,17,540
06095,16001,10,16,888
06095,24033,10,18,718
06095,28047,10,22,552
06095,40109,10,22,445
06095,48187,10,29,695
06097,06041,728,1249,37639
06097,06075,528,628,27227
06097,06001,366,573,17112
06097,06067,319,527,12174
06097,06013,314,538,16408
06097,06055,304,544,20839
06097,06095,281,544,12011
06097,06037,270,397,11385
06097,06085,223,340,12833
06097,06033,215,412,7733
06097,06045,199,335,7611
06097,06073,197,306,8295
06097,06081,179,267,11286
06097,06059,114,174,6161
06097,06061,104,174,5497
06097,06077,95,187,3412
06097,04013,94,155,4754
06097,06065,92,168,4294
06097,53033,75,116,8959
06097,06087,70,106,2804
06097,32003,70,119,4096
06097,32031,70,112,5410
06097,06017,65,109,2196
06097,41051,63,81,1686
06097,06007,62,87,1871
06097,06023,62,97,1936
06097,06113,61,88,2508
06097,06089,58,105,2121
06097,06111,55,91,1269
06097,06019,51,101,1806
06097,06057,51,87,3695
06097,06029,49,109,3397
06097,06079,44,73,2404
06097,48453,41,56,2365
06097,06053,39,70,1544
06097,06083,39,63,1566
06097,17031,38,56,3319
06097,41029,38,72,9321
06097,15003,37,73,1777
06097,06099,36,67,1462
06097,06071,35,63,1293
06097,04019,27,43,1642
06097,15009,26,43,845
06097,41067,26,58,1460
06097,48201,26,57,-2342
06097,11001,24,26,692
06097,16001,24,43,1856
06097,41017,24,50,1703
06097,06103,23,56,537
06097,53053,23,46,1236
06097,49035,21,43,1158
06097,06047,20,49,830
06097,08041,20,33,812
06097,41039,20,30,818
06097,48113,20,31,799
06097,08069,19,32,868
06097,15001,19,30,742
06097,36047,19,24,950
06097,53061,19,53,1601
06097,06101,18,37,1005
06097,06093,17,34,829
06097,06109,17,22,444
06097,25017,17,26,716
06097,12011,16,24,493
06097,12086,16,28,556
06097,16027,16,35,354
06097,36061,16,21,429
06097,41005,16,28,1017
06097,04025,15,26,778
06097,06063,15,22,946
06097,08035,15,31,1086
06097,12103,15,29,782
06097,06039,14,33,498
06097,08005,14,18,446
06097,35049,14,23,649
06097,08031,13,15,206
06097,24003,13,25,898
06097,32019,13,24,603
06097,41019,13,22,677
06097,48029,13,21,472
06097,12095,12,20,437
06097,30031,12,25,538
06097,32005,12,20,698
06097,41035,12,24,342
06097,53063,12,20,469
06097,04005,11,14,219
06097,06005,11,16,3050
06097,06107,11,15,239
06097,12099,11,14,487
06097,25025,11,13,315
06097,37119,11,20,724
06097,41003,11,17,822
06097,41047,11,17,685
06097,48439,11,25,635
06097,51059,11,26,723
06097,06105,10,14,239
06097,26125,10,21,894
06097,47037,10,13,231
06097,48121,10,12,1049
06097,53011,10,16,613
06097,53035,10,18,565
06099,06077,1551,3508,64670
06099,06047,929,2504,29668
06099,06001,587,1220,24542
06099,06085,505,1101,19827
06099,06067,379,731,16269
06099,06037,276,500,8360
06099,06013,207,405,9640
06099,06019,204,419,6207
06099,06073,170,302,6337
06099,06075,148,223,7723
06099,06109,132,262,4766
06099,04013,113,222,4979
06099,06059,112,221,3698
06099,06065,100,223,3608
06099,06081,94,191,4101
06099,06071,84,204,2710
06099,32003,84,174,3012
06099,06029,83,189,2337
06099,06009,80,169,4160
06099,06053,72,152,3079
06099,06087,61,126,-5346
06099,06095,59,121,2043
06099,06061,57,102,2691
06099,06079,56,94,2396
06099,06107,56,128,926
06099,06039,50,119,1792
06099,32031,49,115,1629
06099,53033,47,95,360
06099,06097,45,85,1965
06099,06007,39,79,2063
06099,17031,37,91,1283
06099,06111,36,77,1315
06099,06083,30,53,1577
06099,06113,30,73,858
06099,15003,29,50,1195
06099,06043,28,73,1497
06099,06017,27,48,2282
06099,48201,27,61,995
06099,41051,25,34,745
06099,41067,25,46,819
06099,06089,24,51,1173
06099,53053,24,49,676
06099,06069,23,59,1138
06099,48029,23,52,809
06099,08041,22,54,933
06099,48453,22,36,1003
06099,04019,21,40,622
06099,06005,20,44,1021
06099,49035,20,50,697
06099,06023,19,40,732
06099,06101,19,51,715
06099,48113,19,42,725
06099,49049,19,52,582
06099,53061,19,44,826
06099,06041,17,26,1044
06099,06057,17,28,502
06099,12086,17,26,999
06099,16001,17,37,879
06099,06033,15,29,423
06099,06115,15,26,435
06099,53011,15,29,405
06099,48439,14,31,282
06099,12103,13,17,245
06099,02020,12,22,331
06099,06025,12,35,204
06099,06045,12,23,420
06099,27109,12,18,145
06099,40109,12,26,334
06099,41039,12,23,282
06099,41047,12,29,321
06099,53035,12,41,5099
06099,06031,11,25,419
06099,06055,11,21,660
06099,41017,11,17,2975
06099,48027,11,24,229
06099,04015,10,23,431
06099,04025,10,19,163
06099,06103,10,17,866
06099,36061,10,13,360
06099,41029,10,21,507
06099,48141,10,18,281
06101,06115,625,1533,20823
06101,06067,294,665,12837
06101,06007,174,434,6282
06101,06061,122,269,5452
06101,06113,66,177,4014
06101,06037,47,88,1754
06101,06011,46,103,1632
06101,06095,36,87,1645
06101,06057,32,63,3533
06101,06073,32,58,1001
06101,06013,29,59,1072
06101,06001,26,44,1324
06101,06085,26,56,969
06101,06077,24,47,704
06101,04013,22,40,757
06101,06017,21,62,1392
06101,32031,18,34,754
06101,06097,17,34,488
06101,06099,17,39,449
06101,32003,16,34,467
06101,06019,15,32,679
06101,06089,15,38,807
06101,06065,14,41,557
06101,06059,13,21,461
06101,06071,13,38,536
06101,06029,12,31,638
06101,06075,11,16,503
06101,06033,10,20,447
06101,06081,10,16,426
06101,48029,10,24,506
06101,53053,10,22,456
06103,06089,356,855,13434
06103,06007,168,314,4904
06103,06067,72,116,2670
06103,06021,60,185,1486
06103,06023,21,30,545
06103,06077,17,34,333
06103,06037,16,30,427
06103,06001,15,22,398
06103,06061,15,26,334
06103,06079,14,26,431
06103,06095,14,20,677
06103,06013,13,27,366
06103,06065,13,31,661
06103,06073,13,18,299
06103,06035,12,20,274
06103,06071,12,33,685
06103,06085,12,22,273
06103,06097,12,29,618
06103,41029,11,26,433
06103,04013,10,17,270
06103,06075,10,12,571
06103,06099,10,28,309
06105,06089,83,170,3334
06105,06023,40,63,1116
06107,06019,1111,2563,36903
06107,06029,596,1562,13110
06107,06037,367,762,12633
06107,06031,353,911,11147
06107,06073,157,339,5826
06107,06079,150,281,11255
06107,06067,117,222,3798
06107,06059,110,214,5717
06107,06065,99,247,3311
06107,06071,98,242,2679
06107,06085,92,176,3465
06107,32003,82,191,3107
06107,06053,76,186,3015
06107,04013,74,161,2653
06107,06077,74,179,2497
06107,06111,66,136,4743
06107,06099,65,157,2088
06107,06001,62,104,2780
06107,06039,52,130,1679
06107,06013,51,107,3516
06107,06083,40,91,1280
06107,06047,35,94,1085
06107,06075,34,45,1306
06107,15003,32,51,720
06107,06087,26,52,984
06107,06097,25,40,893
06107,53033,25,53,791
06107,06061,24,66,985
06107,08041,20,34,651
06107,32031,20,41,1153
06107,53077,20,67,358
06107,04019,18,32,686
06107,06007,18,31,454
06107,06023,18,32,522
06107,48201,18,45,419
06107,06095,16,32,941
06107,06081,15,22,772
06107,06113,15,27,732
06107,53053,15,48,604
06107,06017,13,20,384
06107,06035,13,36,869
06107,06055,13,19,552
06107,06089,13,37,678
06107,41051,13,22,389
06107,48439,12,24,362
06107,49035,12,36,658
06107,53011,11,21,282
06107,06025,10,27,150
06107,16001,10,16,619
06107,36061,10,14,237
06107,37051,10,20,465
06107,48113,10,16,318
06107,48141,10,24,211
06109,06099,158,318,5988
06109,06009,76,143,3126
06109,06001,53,74,1815
06109,06077,47,86,1569
06109,06067,43,66,1614
06109,06085,42,73,2695
06109,06013,31,54,1307
06109,06043,24,61,1048
06109,06047,22,46,644
06109,06037,20,34,630
06109,06061,19,44,902
06109,06053,18,33,640
06109,32031,18,37,704
06109,06073,17,28,709
06109,06017,16,30,477
06109,06075,16,21,746
06109,06081,15,23,709
06109,06087,15,23,356
06109,06097,15,29,591
06109,06019,14,20,252
06109,04013,13,25,-247
06109,06059,13,18,400
06109,06065,11,17,459
06109,06079,11,15,385
06109,32003,11,14,445
06109,06029,10,24,202
06111,06037,4940,8593,304389
06111,06073,776,1453,39090
06111,06083,762,1644,42881
06111,06059,534,1087,38857
06111,06065,508,1373,25854
06111,06029,376,927,15148
06111,32003,319,568,27401
06111,04013,302,576,15726
06111,06071,286,626,8530
06111,06053,251,994,6299
06111,06085,164,341,11329
06111,06079,163,280,7723
06111,06001,149,295,9017
06111,06075,133,199,8696
06111,06067,130,224,5941
06111,06013,115,314,9218
06111,53033,113,211,8401
06111,06019,101,209,3757
06111,15003,93,200,4989
06111,06107,92,243,3025
06111,48201,91,192,5147
06111,06087,90,286,3619
06111,17031,65,129,4173
06111,06081,62,126,7435
06111,41051,62,87,2458
06111,48113,60,132,3598
06111,48085,56,145,7959
06111,36061,55,63,5265
06111,48453,55,84,4684
06111,06061,54,130,4689
06111,04019,53,82,3165
06111,41067,53,118,3133
06111,04015,52,98,2559
06111,48439,51,115,4247
06111,48029,50,118,2420
06111,49035,48,91,2850
06111,06097,44,78,1943
06111,53061,44,96,2229
06111,08041,42,89,1509
06111,16001,42,86,2821
06111,51810,40,113,1682
06111,04025,39,72,2699
06111,48491,39,81,2813
06111,08031,38,58,2430
06111,12086,35,61,1641
06111,32031,35,68,1425
06111,06095,34,69,1833
06111,08035,34,73,2854
06111,41039,34,59,1936
06111,51059,34,73,4122
06111,53035,34,79,2037
06111,53053,34,72,1274
06111,12011,33,47,2428
06111,25017,33,61,5164
06111,08005,32,60,1457
06111,41029,32,56,1555
06111,06031,31,83,1147
06111,06113,30,46,1232
06111,48121,30,66,1993
06111,06041,29,42,1378
06111,06039,28,69,1169
06111,06099,28,52,984
06111,35001,28,60,1797
06111,06007,27,39,908
06111,06077,27,59,1207
06111,48141,27,67,708
06111,12057,26,56,2064
06111,15001,26,48,1379
06111,37119,26,67,3561
06111,49049,26,64,3922
06111,17097,25,58,3433
06111,06023,24,36,1215
06111,36047,24,33,1476
06111,47157,24,56,2673
06111,12099,23,51,1568
06111,12103,23,29,947
06111,13121,23,35,1268
06111,16027,23,53,724
06111,49053,23,48,1561
06111,53029,23,45,1221
06111,06017,22,41,1180
06111,06025,22,70,661
06111,11001,22,26,692
06111,13135,22,44,1429
06111,51013,22,32,1530
06111,04021,21,41,879
06111,06089,21,44,1065
06111,08059,21,34,4719
06111,04005,20,33,993
06111,12095,20,32,1389
06111,41017,20,37,1597
06111,42003,20,49,1737
06111,48339,20,35,1081
06111,08069,19,33,1090
06111,24031,19,40,2533
06111,25025,19,26,1031
06111,27053,19,30,1500
06111,53011,19,44,2073
06111,06051,18,25,1169
06111,29189,18,47,1155
06111,16055,17,29,529
06111,41047,17,54,399
06111,53067,17,40,581
06111,06027,16,25,501
06111,06047,16,27,486
06111,06055,16,28,832
06111,06057,16,33,685
06111,08013,16,25,2359
06111,13067,16,29,836
06111,26163,16,25,548
06111,32005,16,30,1060
06111,37183,16,28,1291
06111,39049,16,33,919
06111,41005,16,26,1489
06111,51710,16,32,568
06111,02020,15,34,1190
06111,04027,15,40,509
06111,08001,15,27,574
06111,09001,15,29,1636
06111,15009,15,27,402
06111,34023,15,41,1379
06111,53063,15,26,819
06111,53073,15,24,636
06111,24003,14,35,692
06111,24033,14,27,384
06111,28047,14,29,560
06111,12031,13,27,937
06111,12071,13,29,1138
06111,20091,13,23,1081
06111,25009,13,26,872
06111,32023,13,18,613
06111,36081,13,16,201
06111,55025,13,24,692
06111,18057,12,33,952
06111,31055,12,29,589
06111,36103,12,16,684
06111,39061,12,27,981
06111,51153,12,35,757
06111,26125,11,21,738
06111,27037,11,26,583
06111,30063,11,20,785
06111,40109,11,13,520
06111,40143,11,20,636
06111,41019,11,19,479
06111,41033,11,20,500
06111,42029,11,26,2951
06111,42101,11,15,487
06111,48027,11,23,519
06111,49057,11,30,462
06111,12033,10,22,649
06111,17043,10,25,723
06111,18097,10,16,567
06111,35043,10,16,615
06111,42091,10,18,920
06111,47037,10,15,538
06111,51550,10,31,412
06111,53009,10,22,663
06111,53021,10,17,264
06113,06067,2066,4055,81877
06113,06095,404,824,19892
06113,06001,215,323,9209
06113,06061,187,391,12053
06113,06037,179,283,7122
06113,06085,168,264,7416
06113,06075,150,179,8384
06113,06013,123,192,5699
06113,06073,115,187,5944
06113,06081,78,110,4396
06113,06097,75,118,5366
06113,06077,74,136,2390
06113,06059,70,114,2894
06113,06017,59,97,4218
06113,06007,53,80,2095
06113,06101,49,116,1762
06113,32003,41,83,1669
06113,53033,40,71,2730
06113,06065,39,69,1230
06113,06011,36,91,1224
06113,06019,36,69,1420
06113,32031,35,60,1583
06113,06053,33,49,1191
06113,06087,33,54,2134
06113,04013,32,65,1341
06113,06115,31,72,1466
06113,06029,29,58,1246
06113,06055,28,65,1277
06113,06083,28,54,1176
06113,17031,28,41,855
06113,41051,27,37,1103
06113,06057,26,39,1238
06113,06099,25,41,656
06113,06041,24,33,1103
06113,06023,22,33,869
06113,06107,21,46,536
06113,06089,20,42,649
06113,06071,19,37,460
06113,06079,19,39,1032
06113,06111,19,31,1012
06113,15003,19,30,650
06113,48201,18,37,1161
06113,25017,17,31,792
06113,04019,15,32,849
06113,11001,15,24,782
06113,36061,14,14,384
06113,06047,13,27,308
06113,41029,13,23,949
06113,06045,12,31,578
06113,24031,12,27,975
06113,35001,12,20,360
06113,41039,12,18,411
06113,41067,12,31,452
06113,06033,11,20,415
06113,06103,11,27,198
06113,39049,11,11,286
06113,48029,10,27,265
06115,06101,668,1471,21270
06115,06067,338,741,13337
06115,06061,239,501,11875
06115,06007,132,301,4690
06115,06057,88,189,3402
06115,06037,44,103,1425
06115,06113,42,89,1674
06115,06095,30,58,1841
06115,06001,25,48,1029
06115,06077,25,48,890
06115,06013,20,40,546
06115,06017,18,33,866
06115,06085,17,26,724
06115,08041,17,38,678
06115,04013,16,36,612
06115,06089,15,43,477
06115,32003,15,34,622
06115,32031,15,29,636
06115,06011,14,40,364
06115,06073,13,27,453
06115,48029,13,34,785
06115,06053,12,28,442
06115,06071,12,33,334
06115,06065,11,26,415
06115,06019,10,31,329
06115,06097,10,17,213
08001,08031,3166,7242,108230
08001,08059,2351,4606,90192
08001,08005,2335,5566,80140
08001,08014,1207,2409,68129
08001,08123,984,2296,46944
08001,08013,591,1127,25949
08001,08035,308,605,16979
08001,08069,268,490,10954
08001,08041,191,373,7041
08001,04013,168,367,7951
08001,32003,104,207,-107
08001,06037,96,189,3259
08001,48201,82,163,3467
08001,48141,79,224,1771
08001,08077,73,132,2499
08001,08101,65,133,2257
08001,06073,58,107,2651
08001,56021,51,101,2327
08001,48439,49,95,2184
08001,08039,47,107,2256
08001,48113,47,99,1993
08001,35001,46,98,1590
08001,08087,45,92,1698
08001,48029,38,78,1211
08001,06065,37,87,1232
08001,06059,36,89,2156
08001,53033,35,62,1734
08001,17031,34,50,1593
08001,49035,34,102,1830
08001,06071,29,70,1060
08001,08045,29,52,1289
08001,08093,27,54,2184
08001,40109,26,69,1145
08001,48453,26,56,1401
08001,53061,25,53,1236
08001,08075,24,41,836
08001,08117,24,68,1149
08001,15003,24,39,1085
08001,48121,24,50,1978
08001,12057,23,49,1207
08001,48085,23,51,1384
08001,08015,22,36,1072
08001,12011,22,30,921
08001,56025,22,50,1218
08001,20173,21,60,1339
08001,31055,21,47,808
08001,53053,21,47,789
08001,04019,20,38,705
08001,06001,20,41,1619
08001,06019,20,72,838
08001,06085,20,46,1155
08001,27053,20,36,883
08001,40143,20,47,675
08001,06053,19,81,494
08001,08037,19,37,532
08001,20091,19,45,1504
08001,41051,18,31,662
08001,56005,18,48,1235
08001,08067,17,22,392
08001,13089,17,26,806
08001,35013,17,41,352
08001,04021,16,27,606
08001,06029,16,29,572
08001,06067,16,35,441
08001,08047,16,36,898
08001,08089,16,25,353
08001,37183,16,49,1755
08001,41005,16,45,1077
08001,48157,16,42,1264
08001,04015,15,33,879
08001,06013,15,30,971
08001,08043,15,25,515
08001,08107,15,24,459
08001,12086,15,18,247
08001,16001,15,28,1792
08001,53011,15,37,820
08001,08019,14,25,943
08001,12115,14,21,359
08001,13121,14,27,581
08001,29047,14,33,887
08001,47037,14,20,495
08001,51059,14,26,771
08001,06111,13,22,442
08001,08029,13,25,372
08001,08085,13,29,574
08001,12095,13,21,288
08001,12103,13,36,506
08001,19153,13,23,611
08001,37119,13,32,540
08001,56007,13,33,1091
08001,06107,12,52,229
08001,27123,12,19,221
08001,29095,12,29,714
08001,31109,12,20,997
08001,47157,12,20,744
08001,48339,12,35,845
08001,49049,12,31,99
08001,06075,11,14,522
08001,08049,11,29,900
08001,12009,11,18,551
08001,27037,11,29,260
08001,30111,11,16,608
08001,35043,11,21,415
08001,41067,11,26,734
08001,56001,11,19,499
08001,05143,10,23,190
08001,08003,10,14,299
08001,08125,10,28,273
08001,25017,10,20,517
08001,29183,10,19,495
08001,38017,10,19,537
08001,38089,10,38,463
08003,08105,61,144,1781
08003,08021,43,96,1128
08003,08041,42,68,1160
08003,08101,27,53,807
08003,08031,19,41,301
08003,04013,14,32,378
08003,08059,14,23,901
08003,08001,13,23,232
08003,08005,12,24,587
08003,08069,10,14,239
08003,35001,10,14,161
08005,08031,7824,14572,343598
08005,08035,2785,5399,205488
08005,08001,2567,6307,81708
08005,08059,2183,3886,111452
08005,08041,421,767,15779
08005,04013,316,607,20200
08005,08013,257,421,12307
08005,08123,247,459,9391
08005,08069,246,380,10583
08005,08014,220,365,10678
08005,06037,215,397,9000
08005,08039,184,376,11626
08005,32003,165,306,7419
08005,06073,149,271,8654
08005,48201,133,257,8124
08005,48113,113,198,15470
08005,53033,106,198,7524
08005,17031,98,161,4985
08005,06059,96,172,6475
08005,08101,93,178,2870
08005,08077,88,146,3335
08005,48439,77,184,3637
08005,48029,74,151,4796
08005,06065,64,141,2545
08005,04019,63,106,4724
08005,51059,60,134,4185
08005,35001,59,100,2238
08005,49035,58,112,4158
08005,08117,57,88,11786
08005,20091,57,111,3417
08005,48085,57,121,3910
08005,48453,55,94,3790
08005,08037,53,75,2883
08005,27053,53,85,2418
08005,12057,52,102,2619
08005,48141,52,136,1647
08005,15003,50,102,2671
08005,31055,50,90,2215
08005,12011,49,100,2278
08005,12086,48,81,2060
08005,36061,47,57,3677
08005,04021,45,87,3084
08005,08093,45,88,1968
08005,06071,44,101,1245
08005,40109,44,89,1416
08005,12099,42,86,4440
08005,12095,41,81,2253
08005,13121,41,81,2373
08005,06085,37,66,2817
08005,06001,36,71,2202
08005,48121,36,76,2354
08005,06067,35,67,1340
08005,24031,35,90,3254
08005,36047,35,42,1099
08005,06075,34,39,1890
08005,12103,34,69,2729
08005,56021,34,65,1892
08005,08045,33,55,1099
08005,47037,32,65,4609
08005,48157,32,92,3456
08005,08087,31,64,937
08005,40143,31,62,2602
08005,39049,30,53,1573
08005,53053,30,53,1052
08005,53061,30,56,1074
08005,06081,29,48,3297
08005,25017,29,50,2453
08005,29095,29,48,2114
08005,41051,28,39,1048
08005,08067,27,44,1090
08005,16001,27,65,1301
08005,26125,27,60,1404
08005,26163,27,61,1403
08005,12071,26,42,2739
08005,20173,25,51,686
08005,48027,25,64,1037
08005,06111,24,42,1867
08005,08015,24,50,1579
08005,06013,23,49,3756
08005,13067,23,57,1028
08005,13135,23,33,860
08005,37119,23,48,4395
08005,56025,23,53,1290
08005,13089,22,29,1068
08005,24033,22,36,735
08005,27123,22,40,977
08005,31109,22,43,539
08005,48303,22,42,795
08005,49049,22,53,1331
08005,08085,21,41,1838
08005,08119,21,46,1223
08005,24003,21,57,4944
08005,32031,21,28,1572
08005,48491,21,45,1276
08005,02020,20,29,1216
08005,04025,20,32,837
08005,08043,20,37,731
08005,17043,20,35,999
08005,41005,20,41,1020
